Date,HSI,NYA,IXIC,000001.SS,N225,N100,399001.SZ,GSPTSE,NSEI,GDAXI,SSMI,TWII,J203.JO
2013-06-11 00:00:00,2776.1058208,9255.480469,3436.949951,353.74367184000005,133.1762012,875.1548329399999,1402.17765632,10145.5876763,57.88799805,10031.40115242,8517.04084026,324.64599608000003,2773.4700000000003
2013-06-12 00:00:00,2776.1058208,9189.429688,3400.429932,353.74367184000005,132.8932031,871.43377316,1402.17765632,10051.2173237,57.60200195,9934.7894244,8499.081386580001,324.64599608000003,2783.6571875000004
2013-06-13 00:00:00,2715.3150778,9331.370117,3445.360107,343.73679680000004,124.4537988,871.48262074,1349.18718752,10189.992676299998,56.99100098,9876.37596714,8466.55806135,318.06640624,2786.8246875000004
2013-06-14 00:00:00,2725.9882819000004,9263.69043,3423.560059,345.92656256000004,126.8651953,873.5322121999999,1356.71359376,10115.5423237,58.08399902,9916.11115242,8475.91555671,317.50960936,2822.6534763000004
2013-06-15 00:00:00,2725.9882819000004,9263.69043,3423.560059,345.92656256000004,126.8651953,873.5322121999999,1356.71359376,10115.5423237,58.08399902,9916.11115242,8475.91555671,317.50960936,2822.6534763000004
2013-06-16 00:00:00,2725.9882819000004,9263.69043,3423.560059,345.92656256000004,126.8651953,873.5322121999999,1356.71359376,10115.5423237,58.08399902,9916.11115242,8475.91555671,317.50960936,2822.6534763000004
2013-06-17 00:00:00,2759.3670507,9337.889648,3452.129883,344.99441408,130.3312012,884.1583646199999,1344.72,10199.7873237,58.50049805,10023.19117218,8579.97805671,319.71560548,2822.6534763000004
2013-06-18 00:00:00,2759.3645118000004,9399.629883,3482.179932,345.48656256000004,130.07280269999998,883.79237926,1355.3392187200002,10265.025,58.13600098,10040.00191452,8546.71165974,320.4408008,2870.2275000000004
2013-06-19 00:00:00,2728.2957819000003,9255.700195,3443.199951,342.95265632,132.45219730000002,880.5105755999999,1347.3984374400002,10182.6888423,58.2225,10000.43769516,8582.320004640002,320.29560548,2854.9016013000005
2013-06-20 00:00:00,2649.7729882,8995.969727,3364.639893,333.44335936000004,130.1458008,851.5722122,1303.5967968,9933.937676299998,56.55899902,9672.7455756,8320.61528355,315.95640624,2767.5254691000005
2013-06-21 00:00:00,2634.2303715,9018.540039,3357.25,331.69519536,132.3012988,841.9708182999999,1301.7679688,9956.431165999998,56.67649902,9502.87308548,8237.376665490001,311.73240236000004,2731.1634763
2013-06-22 00:00:00,2634.2303715,9018.540039,3357.25,331.69519536,132.3012988,841.9708182999999,1301.7679688,9956.431165999998,56.67649902,9502.87308548,8237.376665490001,311.73240236000004,2731.1634763
2013-06-23 00:00:00,2634.2303715,9018.540039,3357.25,331.69519536,132.3012988,841.9708182999999,1301.7679688,9956.431165999998,56.67649902,9502.87308548,8237.376665490001,311.73240236000004,2731.1634763
2013-06-24 00:00:00,2575.8174611,8892.019531,3320.76001,314.1175976,130.6278027,827.22098536,1214.1632032,9824.6273237,55.9025,9384.7892379,8046.911938650001,310.3211914,2665.2653125
2013-06-25 00:00:00,2581.243691,8989.259766,3347.889893,313.52128912,129.6933984,838.3962268399999,1199.21601568,9964.4823237,56.09100098,9529.785762099998,8211.10305207,306.5291992,2693.8933987
